STATE,group,X,Y
IA,2181,-94.7347764711583,40.99128222294048
IA,2182,-92.88561062215892,40.735325321645846
IA,2183,-92.02364304764956,42.1689686378865
IA,2184,-92.46588737886708,42.726451166138936
IA,2194,-91.88861902787643,42.47029300900905
IA,2206,-95.17777407884094,42.641668213259294
IA,2212,-92.79513610614973,42.756093694315666
IA,2220,-95.01394513736808,41.40353447036446
IA,2233,-91.12196935284224,41.7618411555959
IA,2240,-93.2821400438863,43.14430909908472
IA,2241,-95.55493251024434,42.75031841602469
IA,2244,-92.31580516691744,43.06077749382515
IA,2249,-93.76330517892332,41.04458589564385
IA,2252,-95.1901924942413,43.14222952370177
IA,2257,-91.35666693938155,42.890799085558186
IA,2261,-90.18923422325233,41.85097978382381
IA,2265,-95.35690222506146,42.01743419720058
IA,2269,-94.0179776806729,41.61846698098302
IA,2273,-92.41404113302097,40.738697933035915
IA,2279,-93.74512113859106,40.74051358355594
IA,2282,-91.45499279096303,42.48345526234197
IA,2283,-95.1033315004536,43.42211156068785
IA,2290,-94.83609425845063,43.403479734715496
IA,2291,-91.81868257307013,42.94391963263846
IA,2295,-95.6450828625179,40.747702036479524
IA,2297,-94.37382543509648,42.01365234300395
IA,2300,-92.77431760495733,42.360924592589214
IA,2303,-94.50187788828435,41.67858185979052
IA,2304,-95.46778421702692,42.34220656833907
IA,2305,-90.66811764078484,42.06890197706527
IA,2306,-93.81488185706839,42.45324328466161
IA,2307,-93.60140094870384,43.09720738782552
IA,2308,-92.1154280643911,43.37344055750017
IA,2309,-94.21416466578894,42.72076671072358
IA,2312,-92.99252075434158,41.67913610097412
IA,2314,-91.53654007456103,41.65500127625754
IA,2316,-91.29058486508785,42.11021422269625
IA,2317,-94.2387608140537,43.06854797137771
IA,2318,-91.4257866516005,40.59268898704151
IA,2325,-93.32867941061242,41.02274237917102
IA,2327,-91.16943556053937,41.23127311878421
IA,2328,-96.16912603986005,43.42770226491004
IA,2332,-93.0587283162683,41.31804440189357
IA,2334,-95.745079237695,41.03534531848372
IA,2337,-92.81337211026599,43.28258523748121
IA,2339,-96.09273143376802,42.027649079907334
IA,2800,-91.97819369899501,41.00939042031566
IA,2819,-93.90621109801172,42.059548739809905
IA,2842,-95.79016467585247,41.64233515472489
IA,2843,-93.0975124813515,42.36007130640585
IA,2845,-92.20781334964596,41.33218542421866
IA,2856,-93.31679082845545,40.758785949188095
IA,2858,-92.52637483954221,41.573682256512825
IA,2859,-94.24526420241848,40.7105063031046
IA,2863,-94.01438566965157,41.343493494185715
IA,3049,-93.58793262283612,41.65331969993397
IA,3184,-92.57940479495304,41.99624126806614
IA,3240,-92.64302393197345,41.295077904194756
IA,3242,-91.72142051323215,41.30913328704924
IA,3314,-94.60437667318429,42.3922276233016
IA,3495,-91.61182585272755,41.71369597115801
IA,3496,-93.05696851470212,41.627170220225366
IA,3557,-93.64452158985326,41.61606756342891
IA,3560,-93.05992372042459,42.010406682436376
IA,3581,-91.55247656885139,40.96410175194997
IA,3583,-93.44237807413981,42.01123412259401
IA,3584,-91.66927949908712,41.97466938088109
IA,3685,-95.62651848681176,43.08750959677029
IA,3686,-91.14884407822078,40.79810766803671
IA,3687,-95.86527838417167,41.284341052293414
IA,3817,-92.68154099137442,43.06522807423434
IA,4022,-94.86678495372688,42.0646797511318
ID,636,-112.34446785028626,43.194402759835604
ID,644,-116.55829634398059,48.30816117008673
ID,663,-112.01710391847986,43.51545055005848
ID,666,-116.31342931641859,48.695782521700494
ID,667,-113.30280042660638,43.63540704513144
ID,669,-116.68140016194548,43.665448013150844
ID,674,-111.68919706798384,43.96807661011183
ID,675,-116.25505809832984,46.48000052167558
ID,676,-113.79117691456865,42.53508672340808
ID,677,-111.58988512498398,42.655281758335505
ID,678,-112.23298495311721,44.17666800296989
ID,680,-115.67316124733892,43.13671525530827
ID,681,-114.2308460467079,44.50450404435487
ID,682,-116.12333665881856,45.92628566984202
ID,683,-114.50285926303629,42.70156037813388
ID,685,-116.78381965293474,47.72156479757253
ID,697,-113.90232386523941,45.179279637534
ID,702,-111.77901235455852,43.82672341536875
ID,719,-117.01741298338371,46.43187056764471
ID,738,-116.55108666289682,43.2167216505109
ID,742,-116.92958858853439,44.077533597670644
ID,751,-112.84898417649484,42.78296378658969
ID,762,-115.92143346030512,47.47185243596827
ID,763,-114.46677985653194,42.559373605230604
ID,769,-116.04401801886043,44.51689433488572
ID,786,-116.96569305302897,44.247484305232256
ID,1144,-116.16384392650532,43.603140927104775
ID,1146,-116.23897295982744,43.47258641575425
ID,1147,-112.06396929375575,43.46230015402885
ID,1148,-116.53478319344076,43.59891475811414
ID,1152,-116.23577346607036,43.46183740968138
ID,1155,-116.2249295232922,43.48050461154907
ID,1166,-116.42805875214094,46.07917307475636
ID,1168,-116.26070946846137,46.49197836188344
ID,1176,-112.450630168532,42.8425622223701
ID,1347,-116.24098348638819,46.23325900197663
ID,1361,-116.21164244251123,43.4759227961729
ID,1408,-114.71148472311364,42.93814093269644
ID,1409,-116.49538412003967,43.874890128785424
ID,1410,-116.99647627070313,46.73052259888301
ID,1513,-116.27120468232744,43.60737950802261
ID,1516,-116.43431985198163,44.73743728748597
ID,1519,-112.38940042939083,42.82483761815367
ID,1523,-116.5670215342228,47.31506290639787
ID,3889,-111.91081881826078,43.6789673831221
ID,4169,-114.30199076893626,43.50490161042209
IL,2,-90.23186337156382,39.73523527987286
IL,14,-88.63058976894936,39.60767213261386
IL,60,-89.33320905433271,42.01364050905948
IL,68,-89.38125749997431,38.07972244567378
IL,75,-88.5785335206171,40.00730534205357
IL,82,-90.80420663111745,39.60825568762623
IL,83,-88.48499081108353,37.368840394083065
IL,84,-89.16387929541364,37.26903258061446
IL,88,-89.34235006058682,41.25324435326682
IL,114,-89.82824394847987,37.903722435599555
IL,379,-88.08562876670463,38.73003963165378
IL,387,-90.5807102542705,41.50919448407023
IL,414,-88.54081713850042,37.738730786523384
IL,433,-90.56442256886707,40.120390922172014
IL,443,-88.79169343073067,39.407402746189014
IL,463,-89.86604899896203,41.093126932236146
IL,492,-88.35756602845285,38.38097953759774
IL,497,-88.92856795698346,37.7331501739017
IL,499,-89.96337602820823,41.81023808073693
IL,517,-89.27200911565154,40.72240675837535
IL,704,-88.95359025182063,39.83918505191809
IL,788,-91.4075788497328,39.935062086035394
IL,805,-88.84455302209484,42.26563615798067
IL,813,-89.46602860139926,41.36707636871752
IL,819,-90.6188371838825,39.15703347068186
IL,830,-89.97831050758381,42.10074816719654
IL,838,-88.20582110061784,40.11309372610602
IL,846,-88.49894350022075,38.7726371617829
IL,849,-89.36803818038983,38.609989146433875
IL,871,-87.73862496627243,39.00432560295769
IL,875,-88.24598923532743,39.27196378335891
IL,895,-88.68390418148194,41.98928142671721
IL,903,-88.96128390805791,40.15402507639523
IL,913,-88.29131797402383,39.791123170942974
IL,918,-88.14059216006963,41.8687973750351
IL,921,-87.69599562854879,39.61298257698026
IL,930,-88.05732531839254,38.3777060033005
IL,932,-88.54265010385448,39.121635483913785
IL,933,-89.09948615592468,38.96012734839382
IL,957,-88.0993528576844,40.46351263689297
IL,965,-88.9164489501103,37.99747370400948
IL,981,-90.15637989254493,40.39751215166827
IL,993,-90.41106935914766,39.30061574145512
IL,994,-89.33512155255238,37.762658615217
IL,995,-88.42314332868725,41.3567384425061
IL,996,-91.14628787907749,40.41558627532507
IL,997,-90.95347849406622,40.93493422110724
IL,998,-88.1609625523945,38.991686916805065
IL,1001,-88.35595773452232,41.89996099373576
IL,1027,-87.858180546374,41.075555917365875
IL,1046,-88.46284641961063,41.65718051647213
IL,1047,-90.36749491235459,40.94577692866604
IL,1050,-87.83349828312438,42.35875499167466
IL,1061,-87.68514189534729,38.72672195790997
IL,1079,-89.4822657882237,41.84118143506164
IL,1092,-88.63799434378429,40.868814534967335
IL,1097,-89.35919900654744,40.14554414843874
IL,1105,-90.67356431915292,40.45832474243414
IL,1124,-88.4408075858997,42.34100570221883
IL,1137,-88.99404535193537,40.4775752689514
IL,1153,-89.87974067080005,39.27810195094342
IL,1163,-89.95976943585853,38.81254408079619
IL,1181,-89.19170101708042,38.55384409544009
IL,1182,-87.70205644463944,41.86921238377735
IL,1185,-87.53645593589484,40.12956679180347
IL,1189,-88.92662636449376,39.89511506490507
IL,1190,-88.66376944978502,37.381322832030044
IL,1192,-89.21568985751465,37.983655097595076
IL,1196,-89.4070610452362,41.02498462404935
IL,1199,-90.41912151317864,41.53372905355685
IL,1202,-90.06137383614593,40.30147591733561
IL,1205,-88.1526461483762,41.51234669550629
IL,1206,-89.47493262679096,39.12648969288462
IL,1207,-89.83796173171639,37.91544881940334
IL,1208,-90.08258486727709,40.55672719662271
IL,1209,-90.17561449708963,39.72668975817567
IL,1210,-87.90591047313376,38.728233048096094
IL,1211,-89.3890302671548,40.11537986683587
IL,1212,-89.89171233030365,41.25333209070163
IL,1213,-88.09796859224768,41.57805185643781
IL,1214,-89.59341873253292,40.6949561955934
IL,1215,-89.32726050530907,38.08664560643815
IL,1216,-90.8445402557161,39.599027940418644
IL,1217,-87.69758952859404,39.01935425504628
IL,1218,-90.09088579152855,38.61761309210615
IL,1220,-89.09633829649643,39.01300206843787
IL,1221,-89.22646610151003,39.515257849250126
IL,1222,-88.73320408189751,37.15273757606741
IL,1227,-89.84872861461227,40.008825468815594
IL,1231,-90.58785257944629,40.12336582760899
IL,1232,-90.75916068950399,41.199597705910605
IL,1247,-90.1469192849106,38.33583756569495
IL,1273,-89.49389754406059,39.16256003990546
IL,1402,-88.17390448573924,39.49366613028467
IL,1557,-88.28727590096315,41.78323616256933
IL,2824,-90.11106145150069,38.88308307734601
IL,2861,-90.15923683612543,38.88874375142252
IL,2868,-89.38325410846488,38.34503213248947
IL,2876,-89.64264087467713,39.79988186437534
IL,2894,-90.32932634234196,39.119420130737
IL,2896,-90.42618191453494,42.41861034225941
IL,2898,-88.1588888661098,38.091470031696694
IL,2899,-87.76041512486692,38.41001189961803
IL,2900,-90.64914884490862,40.91289776795638
IL,3000,-90.96202406154745,40.02775696655198
IL,3009,-89.40809821989664,38.86824135046436
IL,3225,-88.90212716369825,38.314285143187625
IL,3227,-90.75396656955124,39.962856966487074
IL,3243,-88.9083513522796,38.13064497834622
IL,3244,-88.77198252115258,37.40292252525278
IL,3245,-88.68465975981192,41.51604912734698
IL,3275,-90.10749320457809,41.97233262015618
IL,3374,-87.69728114683295,39.391372201408196
IL,3497,-89.99018904880249,38.52066670233854
IL,3498,-87.69687057673322,41.84077766928294
IL,3506,-88.08214809430035,41.52222551909212
IL,3507,-87.62932749480589,40.121912045216185
IL,3539,-89.10040779083641,42.272596058474385
IL,3593,-88.82600902280794,41.37244965493374
IL,3626,-88.18653969351102,40.109198533622205
IL,3654,-89.69669400771227,40.69130784375769
IL,3655,-89.29798178144294,39.54771107705056
IL,3688,-88.94398174193735,38.62840062262991
IL,3689,-89.64967496021386,40.56919149668154
IL,3933,-90.1972955206768,41.30211324808114
IL,3935,-88.3049709257725,37.44727700648108
IL,3937,-87.71853052702198,40.77175955095153
IL,4132,-90.38597751277986,39.461622268751675
IL,4133,-89.47817317652982,41.873745101855334
IL,4143,-88.32029159772179,41.787921251980464
IL,4144,-90.40695799579997,40.939745484439186
IL,4164,-89.59264756863678,42.28571019657659
IL,4239,-89.65836730412869,40.537949138215275
IL,4240,-88.98681372848839,37.66326001656703
IL,4246,-87.63048212915615,41.87658452582514
IN,142,-84.85097157165949,39.09094746263742
IN,152,-85.48337262007428,39.335137312191975
IN,155,-85.05380577812684,41.36612725539353
IN,181,-86.92799681544581,38.38451322629234
IN,186,-85.98128153928309,41.62512945088985
IN,197,-85.14110430290056,39.64045276187103
IN,203,-85.82539718957887,38.28453247781622
IN,207,-87.39775616461343,40.13519782715436
IN,211,-85.01241965993749,39.418254927930924
IN,212,-86.21400987685203,41.06554386557377
IN,221,-87.56691972386986,38.35752443934315
IN,228,-85.65776819995742,40.55753980213251
IN,235,-86.92834540237837,39.024483208875516
IN,254,-85.99429540662548,40.05235828398653
IN,334,-85.767142840501,39.78483976279446
IN,344,-86.14332169761951,38.223028120525115
IN,349,-86.50332274671393,39.75798104030807
IN,364,-85.37213047720117,39.93180132555678
IN,531,-84.93025949715071,40.80969388789169
IN,532,-85.16975196696929,41.193805147948886
IN,573,-87.31589191756662,40.61715332227163
IN,577,-85.27727275445551,40.45060839068797
IN,588,-86.36550096865501,40.7560999115644
IN,606,-86.50877622142289,40.27923177150005
IN,613,-86.4466268219439,38.352815470468
IN,624,-87.17192256790764,38.65818849688038
IN,1237,-86.0386027076491,39.35145302128375
IN,1241,-86.31207230070783,41.721511300626965
IN,1242,-86.41182898566169,39.69133107353384
IN,1243,-85.77135909597054,39.975984944239585
IN,1245,-86.59980056164959,38.15137827763007
IN,1250,-85.37022540731853,39.96237788026886
IN,1251,-87.40030288110304,38.97792912089872
IN,1252,-86.88666487893057,39.565037258853884
IN,1253,-86.9080849600751,41.525752568083504
IN,1255,-87.24954441553284,39.774951354243
IN,1256,-86.20098606221545,39.86489520482713
IN,1257,-86.13530041243298,40.64593010230988
IN,1348,-84.92758028574302,39.6351510472524
IN,1353,-87.11906724650228,39.52369817421068
IN,1358,-85.76085702575845,39.98338111729226
IN,1371,-85.77858761938472,39.520532199245544
IN,1389,-87.36847717032609,41.449358768385856
IN,1416,-87.29328108618365,40.28779986447378
IN,1565,-87.51603095895764,41.61570813762786
IN,2061,-86.46629312362566,38.55564659418778
IN,2064,-86.77308747052334,39.288696042549674
IN,2085,-87.91051643266114,37.93669816939525
IN,2090,-86.60310072363423,41.05012667596794
IN,2092,-86.8547372875951,39.633433480034505
IN,2096,-84.98031090159988,40.17078384942121
IN,2099,-85.24918553188144,39.072522183684235
IN,2100,-86.25482519296015,41.66632120327889
IN,2110,-85.7683848424607,38.68432537297393
IN,2118,-87.04669032596681,37.88399134709625
IN,2120,-87.40625654615714,39.09495260931773
IN,2131,-86.87636736978205,40.45749915611658
IN,2136,-86.04235156604928,40.280659175290026
IN,2139,-87.542862533671,38.01161733677289
IN,2149,-87.40905484328705,39.85389419537543
IN,2153,-87.41548366638125,39.465886777258945
IN,2173,-85.82200853151105,40.79754180994895
IN,2178,-86.09254080241101,38.59698954226291
IN,2179,-84.8981281842827,39.829806296817736
IN,2190,-85.19462138044788,40.734005984231466
IN,2198,-86.77622963009097,40.75165840893687
IN,2205,-85.48880251860156,41.15554799942344
IN,2225,-85.49399942235323,41.169883407100926
IN,2342,-86.15669139384276,40.47718110946593
IN,2373,-85.49105483273577,40.880751203130174
IN,2380,-86.0361716487228,38.87444322343538
IN,2397,-87.14976018796958,40.95872519123716
IN,2407,-84.98009075456747,40.43275325950975
IN,2415,-85.37616996308789,38.735853359075335
IN,2422,-85.61815824811967,38.994018455806355
IN,2431,-86.07567655841717,39.47671576673164
IN,2439,-87.52637772718691,38.64101906319695
IN,2463,-85.41472962870014,41.629534183990756
IN,2496,-86.72292259563905,41.61206231038553
IN,2497,-85.67719195623519,40.10730508174191
IN,2511,-86.14973294064019,39.76690323570784
IN,2549,-86.34544989609881,41.35145284454339
IN,2569,-86.79638952655984,38.66973977715551
IN,2601,-86.89254020817708,40.056991237283306
IN,2606,-87.44443311350989,40.76834001346579
IN,2767,-86.88223922578683,40.448063288195186
IN,2783,-84.99745810260478,41.633695574444914
IN,2857,-86.44953464341697,40.03320976215967
IN,2869,-85.73758350712346,38.277774959235195
IN,2892,-86.15535359280993,39.78646964788112
IN,2893,-86.5351786680461,39.16908567482712
IN,2902,-87.24856275235116,38.04048509312993
IN,2920,-86.593449603225,41.28673852781603
IN,2997,-86.67668888840223,40.584786005396055
IN,3092,-85.0695403610902,38.747814991595675
IN,3093,-86.75034385371076,37.9607806373583
IN,3186,-87.28155762553398,38.489492018819035
IN,3188,-86.24375007043903,39.20163334279793
IN,3228,-86.12738979750783,39.789476607528016
IN,3247,-87.18419706786861,40.94144275659226
IN,3248,-86.44013101424416,39.42931740677959
IN,3452,-85.40240023362887,38.74663677215316
IN,3486,-86.91758192686804,41.70241915462865
IN,3544,-85.3871020727958,40.19506462361531
IN,3592,-85.40924878826856,41.3947974574094
IN,3692,-85.13985894787758,41.08308026065796
IN,3732,-85.91899560629713,39.19981527223014
IN,3752,-87.02463433935843,41.443081504686745
IN,3941,-85.8586515207678,41.23858971671323
IN,3969,-86.48232852081242,38.862465277231145
IN,4146,-86.29189794803565,39.80094018585248
IN,4155,-85.35310253361736,41.33701027625052
IN,4267,-87.45117206786922,39.41702845008314
IN,4268,-87.45568448057236,39.40931285058673
IN,4274,-86.09653494777375,40.794327272884374
KS,1261,-98.23215007979317,38.74301147211913
KS,1262,-97.88385174838173,38.045830753209785
KS,1263,-95.13347859295862,37.166259644484
KS,1265,-96.81713260573243,37.80325673006749
KS,1266,-97.90969384554978,38.042873070829756
KS,1268,-94.8927926231257,39.251597815874575
KS,1269,-99.15194267967728,38.17429213023181
KS,1270,-99.816372836945,39.84416321034979
KS,1271,-99.27358949812296,39.42667828579436
KS,1274,-95.62547070245456,39.040692748360314
KS,1278,-97.33329523460695,37.68209658598788
KS,1364,-97.34009771011013,37.69471176346501
KS,1368,-99.88760988653748,39.828663718263414
KS,1398,-97.12506500510203,39.3765691209508
KS,1441,-94.90286019489054,38.836870156666535
KS,1446,-98.11125204096702,37.64226112852712
KS,1450,-99.29092853907602,37.60436948954267
KS,1457,-95.10836277051847,37.16567008445531
KS,1517,-100.46524107414704,38.48132936404316
KS,1521,-98.14482876387167,39.04095041008049
KS,1524,-94.81096479208054,38.142115829271866
KS,1528,-96.17923638455048,38.40315921431207
KS,1532,-97.68418243100139,38.373106116672616
KS,1542,-97.0187826959724,38.347082229099364
KS,1549,-96.642284580018,39.84111405833139
KS,1552,-100.33904319445105,37.287245252239046
KS,1554,-94.87858248044607,38.57111299115795
KS,1558,-98.1076288303809,39.47615258991489
KS,1560,-95.70348273535377,37.22380602778537
KS,1568,-96.49523965586997,38.65937730511609
KS,1569,-101.89174915631675,36.99792416837844
KS,1573,-96.06481593827932,39.83694722930457
KS,1576,-95.23961009408272,37.57293038128438
KS,1582,-99.90755267772887,38.45372837655429
KS,1585,-95.68331478073056,38.610204192057374
KS,1586,-98.70204298069528,39.43772088175282
KS,1591,-97.70902631425801,39.12362490006983
KS,1596,-99.32391213356081,39.756464805010246
KS,1597,-101.03964756819597,39.808115219429546
KS,1599,-97.91182027736319,38.029549391982705
KS,1601,-97.63018396715118,39.82330357225784
KS,1605,-98.22401826356025,38.34629266094564
KS,1606,-98.85811003948027,38.888986480873186
KS,1609,-97.6145122150914,38.84476934978146
KS,1616,-97.34843395035561,37.66440199524668
KS,1617,-100.92024779784991,37.04271722880218
KS,1618,-95.66813256122114,39.04619356517663
KS,1624,-100.44420315013967,39.35573668815146
KS,1627,-101.7094680515673,39.35059901066435
KS,1630,-98.7817890552025,39.77605060933197
KS,1637,-101.34691578831965,37.17795370681879
KS,1640,-97.3900796549378,37.28901763909659
KS,1642,-101.75230803299597,38.89790772804386
KS,1645,-97.04940197894645,39.81718227714934
KS,1647,-95.82222911625097,37.54722914510071
KS,1650,-94.62870919357091,39.11314462376007
KS,2242,-95.24080694437347,38.280345648108586
KS,2243,-95.11988016537076,39.565836139047235
KS,2248,-98.57785622819993,37.279938644370304
KS,2255,-98.7633402207617,38.3660137699417
KS,2258,-96.18752305541503,37.12844734291307
KS,2259,-94.70801478065272,37.83954537113719
KS,2260,-96.53828388249988,38.36705475972004
KS,2266,-94.83062090640095,37.1641756786435
KS,2268,-97.65611381000502,39.60942641034528
KS,2270,-97.21329840445796,38.916072069219155
KS,2275,-95.19435702019325,38.937959725564106
KS,2278,-99.41468356461114,37.925396324915866
KS,2281,-96.26128059847039,37.46950292892013
KS,2288,-99.33054095245909,38.873498108359414
KS,2296,-98.23152134187585,38.731041388045426
KS,2298,-100.87599355305927,37.96771958008312
KS,2299,-96.8279655207502,39.03096636864517
KS,2301,-99.97715429038786,37.764036667688956
KS,2302,-95.26769025228447,38.613740351688634
KS,2311,-99.84125333812595,39.36831638414685
KS,2313,-101.3559711111512,37.58004485881618
KS,2319,-101.75062727271978,38.47136821741176
KS,2323,-96.29483902223643,37.821725860935715
KS,2324,-97.34353582047942,38.0515783194836
KS,2333,-100.84293663535817,37.47946359479865
KS,2335,-95.31165844367254,39.20703372920377
KS,2336,-94.82130053494211,38.882816209330485
KS,2764,-99.7680474718402,37.187154182772794
KS,2797,-95.53703541525702,39.851529862204245
KS,2838,-98.73718924833682,37.64340158710264
KS,2860,-95.40392986473627,37.92261468315009
KS,2862,-96.29189592405498,39.0122509499612
KS,2864,-94.8819790024411,39.0572942894892
KS,2865,-95.7330580915062,37.882178088747516
KS,2870,-94.86467962620762,37.512302455243244
KS,2871,-95.74216113766983,38.19416098205298
KS,2872,-100.5283814994466,39.819245218991476
KS,2879,-101.75232438125872,37.98238869679062
KS,2880,-98.02924140246803,37.15349636900095
KS,2881,-99.89322822701833,38.08412678674166
KS,2882,-98.21035118620205,39.78843139049575
KS,2883,-95.74703844110446,39.46113866236319
KS,2884,-101.25611210671121,37.94278309965709
KS,2885,-95.26368862334118,37.34222584707679
KS,2886,-100.85293055608376,39.12683748548261
KS,2887,-96.6023052262844,39.170480840020716
KS,2888,-100.91361078580839,38.48304751951205
KS,2889,-101.74977006274058,37.57209081806911
KS,2890,-101.04291507570065,39.39552930974505
KS,2891,-99.8828509525883,39.02661772932649
KS,3010,-94.93966158354868,39.33192449084032
KS,3253,-96.41523876171168,39.39411911129319
KS,3254,-95.09000492467466,39.785263773893696
KS,3266,-94.89304182849453,39.27170644089936
KS,3499,-96.97365124847416,37.264265869437516
KS,3570,-99.0993464068785,38.18186615377697
KS,3600,-94.91071698088827,39.31419797027343
KS,3694,-96.99400982415241,37.23979061669021
KS,3767,-96.83171165170236,37.81180841068095
KY,1,-84.53720452950685,38.11315935388541
KY,5,-83.26930995701214,37.90388911200986
KY,6,-87.11341674345789,37.31438030443689
KY,7,-88.04014801558397,37.136459788081986
KY,8,-85.45711972227895,38.285475598189514
KY,9,-83.08100422542648,38.13392033356116
KY,10,-84.74635681491354,37.71002092108525
KY,11,-85.42976304834743,38.40312799320469
KY,16,-83.707978475581,37.60604820549611
KY,1411,-86.68293626798115,37.225360626282516
KY,1412,-87.88098165944056,37.1092906595355
KY,1413,-88.63010008021392,36.740926881836145
KY,1417,-85.89005523949378,37.27677760214285
KY,1440,-86.89085995019941,36.84597423939008
KY,1651,-85.30659639413672,37.103877127870895
KY,1655,-86.1920495889208,36.74849090030363
KY,1658,-85.9191001176772,37.000546444525966
KY,1661,-83.69669296033653,36.762219428226764
KY,1662,-82.59880697434903,38.4155261162801
KY,1664,-84.79373781453437,37.623396480383484
KY,1665,-84.49663343897171,39.08957084195675
KY,1666,-86.47531611602027,37.78374732161236
KY,1672,-85.17340459390823,38.677116910056576
KY,1674,-82.93785019449182,38.33156831032041
KY,1675,-84.94098493553653,37.31735444788252
KY,1677,-87.49041187695643,36.86830370875178
KY,1679,-84.1785136944088,37.99315099007371
KY,1685,-83.76084998968932,37.135269399094476
KY,1687,-88.08336795935392,37.331930030721466
KY,1691,-87.07121175002814,37.78707851953745
KY,1693,-86.27041501220144,37.489060825175045
KY,1694,-82.77102138563224,37.66841039605019
KY,1695,-84.85783922485678,38.181403906149875
KY,1700,-86.29292244317084,37.47796961270597
KY,1702,-82.83527048726249,38.57800479605575
KY,1704,-85.85025720547542,37.66271147068904
KY,1707,-87.62571227905987,37.81280858437422
KY,1717,-83.96353247845322,37.41546581226665
KY,1718,-84.57010554972395,37.87999761886611
KY,1720,-87.17589352540996,37.19985527021321
KY,1721,-83.89009797463345,36.86652443108858
KY,1723,-85.7424065967318,37.57165612724957
KY,1727,-83.4108556783624,37.16381850111738
KY,1729,-83.95413935527975,38.048159708276145
KY,1732,-85.47987935975317,37.81112188544598
KY,1733,-86.9075402241383,37.45021162666584
KY,1737,-83.21576947500418,37.29878260232818
KY,1740,-82.51675737534389,37.47861744707256
KY,1744,-83.8608353320673,37.85338666549337
KY,1747,-84.62487855164163,37.08547695620808
KY,1754,-84.33838085825658,37.352543474545435
KY,1760,-85.07156526720368,37.024223957902784
KY,1763,-84.55845941542869,38.21079607707318
KY,1768,-85.22121176128553,38.21865260808815
KY,1770,-86.57603231295637,36.72326025370908
KY,1772,-85.3421889677921,37.340845633571014
KY,1775,-84.18776768755396,36.72512189012948
KY,1777,-87.15360325461563,36.80734924079867
KY,1778,-87.91843073703599,37.683862594800175
KY,1780,-87.69006456131515,37.51599860502805
KY,2083,-82.8267978721455,37.11799246780683
KY,2353,-85.2690135933919,37.56590514346703
KY,2611,-88.59914702983492,37.08174997254068
KY,2612,-83.31666435456992,38.6005736907302
KY,2613,-86.17524636918748,38.001790472846544
KY,2768,-84.57532543826179,38.64919342017073
KY,2781,-83.7573120205345,38.6385115545271
KY,2795,-84.66144782986396,37.529962606049644
KY,2799,-84.29381711192161,37.74865409945931
KY,2809,-87.5399155924869,37.33773906466008
KY,2810,-83.23524700728589,36.85396594325458
KY,2811,-85.74833625458895,38.24754223821487
KY,2814,-84.53057449748495,39.00249322453873
KY,2815,-84.0840594856304,37.12735330535525
KY,2816,-82.82708878317531,37.825905421162
KY,2817,-88.35631432599132,36.86660170051225
KY,2823,-83.42861079242685,38.189614729481704
KY,2839,-89.08289887515946,36.974039375872245
KY,2840,-84.24594194199449,38.2241437056809
KY,2841,-85.71171978462215,37.97150819443865
KY,2844,-88.30058259336299,36.613616531353756
KY,2850,-89.17900006679136,36.559043922515734
KY,2854,-84.85656194193633,36.85180482267144
KY,2977,-84.75772790322405,38.04786112124993
KY,3132,-83.73442730614246,38.42174491019682
KY,3181,-84.72568689136175,39.038623454014555
KY,3500,-83.85169233519275,36.668993796982726
KY,3501,-88.07574221098008,37.049271046523856
KY,3502,-85.41658269923025,38.40389133562621
KY,3503,-85.42599085005963,38.41243088015583
KY,3601,-84.54475773877925,38.06622958019958
KY,3696,-85.37957301706474,38.4080999615461
KY,3718,-85.7610872979962,38.253188431313404
KY,3754,-86.44404451315913,36.99521831124079
KY,4236,-83.78635326046114,37.17869782014317
KY,4241,-84.56179404173282,38.10452818979109
KY,4247,-82.64719601614425,37.76915559011427
KY,4249,-82.70314683474663,38.434045330689095
KY,4266,-84.39015103484688,36.688730884900835
LA,15,-89.8158427361387,30.921698230337206
LA,17,-92.78967268400027,30.561483206442524
LA,18,-91.20751374264167,30.8132390150789
LA,19,-93.01954439141156,32.90173088531044
LA,23,-91.59732571371147,30.959769576983817
LA,34,-91.2435748506693,32.06504557722978
LA,632,-91.85036689972104,32.683003670879764
LA,643,-91.91274048439006,32.774937447689084
LA,664,-93.10085898349435,31.731996116375843
LA,705,-90.0940401560804,29.96237453391741
LA,752,-92.10917434232877,32.45175418008381
LA,767,-91.38363162781116,30.746962207792187
LA,772,-92.44702901220093,31.308656783615973
LA,785,-92.52172754099195,31.30168815018424
LA,789,-93.48383505434948,31.567321629962247
LA,808,-89.96749829366978,29.935922195780527
LA,810,-90.50256445235782,29.992290236204617
LA,824,-90.8175097069571,29.994344051888778
LA,831,-92.08442077048025,30.53411214793998
LA,848,-91.82957839920071,30.119941110393334
LA,855,-91.44296141920985,29.745442769464145
LA,885,-90.10642331692621,30.492580419789018
LA,904,-90.66719515135308,30.82909728434881
LA,941,-90.52138985522777,30.729789162829498
LA,950,-91.23726879577347,31.914375011732048
LA,966,-92.41236783671133,32.76880308459174
LA,984,-90.15625596742908,30.843516401656505
LA,985,-91.21587053944279,30.5007162028185
LA,1004,-91.38745772338986,32.860389667300325
LA,1014,-91.38330692311628,30.777985685727256
LA,1030,-91.37986500595372,30.805170156464737
LA,1045,-92.6391471814124,31.92621300889351
